pair_id,src_ip,dst_ip,n_observations,dominant_period_s,acf_peak,acf_peak_lag,iat_cv,fft_period_s,fft_power_ratio,is_periodic,beacon_confidence,is_beacon_pair
10.0.2.76→52.125.177.168,10.0.2.76,52.125.177.168,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.76→52.128.244.174,10.0.2.76,52.128.244.174,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.76→52.21.162.44,10.0.2.76,52.21.162.44,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.76→52.88.101.137,10.0.2.76,52.88.101.137,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.77→52.160.200.17,10.0.2.77,52.160.200.17,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.77→52.196.32.13,10.0.2.77,52.196.32.13,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.77→52.210.193.207,10.0.2.77,52.210.193.207,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.77→52.67.61.32,10.0.2.77,52.67.61.32,10,0.0,0.0,0,0.6706,0.0,0.0,False,0.0,False
10.0.2.77→52.92.2.15,10.0.2.77,52.92.2.15,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.78→52.15.127.110,10.0.2.78,52.15.127.110,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.78→52.207.69.39,10.0.2.78,52.207.69.39,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.78→52.252.240.238,10.0.2.78,52.252.240.238,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.78→52.33.200.192,10.0.2.78,52.33.200.192,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.78→52.71.2.187,10.0.2.78,52.71.2.187,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.79→52.11.88.252,10.0.2.79,52.11.88.252,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.79→52.138.139.18,10.0.2.79,52.138.139.18,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.79→52.15.127.110,10.0.2.79,52.15.127.110,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.79→52.204.28.79,10.0.2.79,52.204.28.79,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.79→52.30.169.56,10.0.2.79,52.30.169.56,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.79→52.44.85.247,10.0.2.79,52.44.85.247,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.79→52.73.192.243,10.0.2.79,52.73.192.243,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.79→52.74.193.127,10.0.2.79,52.74.193.127,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.79→52.98.120.54,10.0.2.79,52.98.120.54,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.8→52.139.72.252,10.0.2.8,52.139.72.252,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.8→52.32.245.196,10.0.2.8,52.32.245.196,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.8→52.57.189.101,10.0.2.8,52.57.189.101,13,0.0,0.0,0,0.8447,0.0,0.0,False,0.0,False
10.0.2.8→52.68.177.170,10.0.2.8,52.68.177.170,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.8→52.74.84.106,10.0.2.8,52.74.84.106,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.8→52.92.2.15,10.0.2.8,52.92.2.15,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.80→52.13.106.232,10.0.2.80,52.13.106.232,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.80→52.143.146.240,10.0.2.80,52.143.146.240,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.80→52.146.84.103,10.0.2.80,52.146.84.103,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.80→52.158.75.62,10.0.2.80,52.158.75.62,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.80→52.186.186.152,10.0.2.80,52.186.186.152,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.80→52.192.221.104,10.0.2.80,52.192.221.104,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.80→52.216.254.66,10.0.2.80,52.216.254.66,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.80→52.235.58.175,10.0.2.80,52.235.58.175,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.80→52.30.169.56,10.0.2.80,52.30.169.56,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.80→52.35.45.71,10.0.2.80,52.35.45.71,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.80→52.62.117.113,10.0.2.80,52.62.117.113,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.80→52.81.92.222,10.0.2.80,52.81.92.222,11,0.0,0.0,0,0.9348,0.0,0.0,False,0.0,False
10.0.2.80→52.96.212.92,10.0.2.80,52.96.212.92,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.81→52.185.69.232,10.0.2.81,52.185.69.232,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.81→52.200.13.94,10.0.2.81,52.200.13.94,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.81→52.235.62.247,10.0.2.81,52.235.62.247,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.81→52.30.193.176,10.0.2.81,52.30.193.176,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.81→52.75.67.202,10.0.2.81,52.75.67.202,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.82→52.139.72.252,10.0.2.82,52.139.72.252,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.82→52.174.33.8,10.0.2.82,52.174.33.8,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.82→52.19.247.51,10.0.2.82,52.19.247.51,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.82→52.227.96.208,10.0.2.82,52.227.96.208,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.82→52.244.114.127,10.0.2.82,52.244.114.127,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.82→52.73.192.243,10.0.2.82,52.73.192.243,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.82→52.73.224.227,10.0.2.82,52.73.224.227,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.83→52.117.73.22,10.0.2.83,52.117.73.22,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.83→52.18.241.144,10.0.2.83,52.18.241.144,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.83→52.21.223.241,10.0.2.83,52.21.223.241,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.83→52.220.160.138,10.0.2.83,52.220.160.138,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.83→52.244.114.127,10.0.2.83,52.244.114.127,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.83→52.33.200.192,10.0.2.83,52.33.200.192,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.83→52.43.170.188,10.0.2.83,52.43.170.188,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.83→52.77.82.17,10.0.2.83,52.77.82.17,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.83→52.93.117.242,10.0.2.83,52.93.117.242,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.83→52.94.90.56,10.0.2.83,52.94.90.56,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.84→52.108.42.151,10.0.2.84,52.108.42.151,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.84→52.138.139.18,10.0.2.84,52.138.139.18,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.84→52.139.72.252,10.0.2.84,52.139.72.252,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.84→52.76.232.41,10.0.2.84,52.76.232.41,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.84→52.81.60.195,10.0.2.84,52.81.60.195,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.84→52.87.90.12,10.0.2.84,52.87.90.12,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.84→52.88.101.137,10.0.2.84,52.88.101.137,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.85→52.158.75.62,10.0.2.85,52.158.75.62,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.85→52.160.200.17,10.0.2.85,52.160.200.17,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.85→52.196.32.13,10.0.2.85,52.196.32.13,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.85→52.222.87.127,10.0.2.85,52.222.87.127,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.85→52.35.45.71,10.0.2.85,52.35.45.71,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.85→52.39.184.95,10.0.2.85,52.39.184.95,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.85→52.87.62.4,10.0.2.85,52.87.62.4,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.85→52.91.195.142,10.0.2.85,52.91.195.142,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.86→52.176.238.203,10.0.2.86,52.176.238.203,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.86→52.186.186.152,10.0.2.86,52.186.186.152,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.86→52.188.223.168,10.0.2.86,52.188.223.168,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.86→52.62.161.110,10.0.2.86,52.62.161.110,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.87→52.153.75.156,10.0.2.87,52.153.75.156,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.87→52.177.52.176,10.0.2.87,52.177.52.176,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.87→52.21.162.44,10.0.2.87,52.21.162.44,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.87→52.21.223.241,10.0.2.87,52.21.223.241,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.87→52.224.115.122,10.0.2.87,52.224.115.122,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.87→52.32.188.192,10.0.2.87,52.32.188.192,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.87→52.80.175.120,10.0.2.87,52.80.175.120,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.88→52.133.65.155,10.0.2.88,52.133.65.155,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.88→52.200.13.94,10.0.2.88,52.200.13.94,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.88→52.201.81.222,10.0.2.88,52.201.81.222,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.88→52.214.107.150,10.0.2.88,52.214.107.150,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.88→52.235.58.175,10.0.2.88,52.235.58.175,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.88→52.59.192.87,10.0.2.88,52.59.192.87,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.88→52.67.61.32,10.0.2.88,52.67.61.32,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.89→52.123.82.136,10.0.2.89,52.123.82.136,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.89→52.13.106.232,10.0.2.89,52.13.106.232,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.89→52.214.107.150,10.0.2.89,52.214.107.150,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.89→52.64.251.121,10.0.2.89,52.64.251.121,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.89→52.73.192.243,10.0.2.89,52.73.192.243,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.89→52.97.123.59,10.0.2.89,52.97.123.59,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.9→52.134.84.162,10.0.2.9,52.134.84.162,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.9→52.160.200.17,10.0.2.9,52.160.200.17,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.9→52.163.245.96,10.0.2.9,52.163.245.96,12,0.0,0.0,0,0.7052,0.0,0.0,False,0.0,False
10.0.2.9→52.164.235.44,10.0.2.9,52.164.235.44,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.9→52.174.33.8,10.0.2.9,52.174.33.8,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.9→52.220.176.136,10.0.2.9,52.220.176.136,10,0.0,0.0,0,0.7023,0.0,0.0,False,0.0,False
10.0.2.9→52.94.10.111,10.0.2.9,52.94.10.111,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.9→52.95.236.200,10.0.2.9,52.95.236.200,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.9→52.96.85.229,10.0.2.9,52.96.85.229,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.90→52.118.29.124,10.0.2.90,52.118.29.124,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.90→52.159.83.2,10.0.2.90,52.159.83.2,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.90→52.186.186.152,10.0.2.90,52.186.186.152,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.90→52.188.223.168,10.0.2.90,52.188.223.168,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.90→52.241.123.10,10.0.2.90,52.241.123.10,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.90→52.71.2.187,10.0.2.90,52.71.2.187,12,0.0,0.0,0,1.0618,0.0,0.0,False,0.0,False
10.0.2.90→52.8.0.126,10.0.2.90,52.8.0.126,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.91→52.139.72.252,10.0.2.91,52.139.72.252,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.91→52.140.245.52,10.0.2.91,52.140.245.52,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.91→52.146.84.103,10.0.2.91,52.146.84.103,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.91→52.156.105.203,10.0.2.91,52.156.105.203,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.91→52.172.189.147,10.0.2.91,52.172.189.147,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.91→52.174.33.8,10.0.2.91,52.174.33.8,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.91→52.176.163.85,10.0.2.91,52.176.163.85,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.91→52.210.193.207,10.0.2.91,52.210.193.207,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.91→52.240.150.150,10.0.2.91,52.240.150.150,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.91→52.3.1.64,10.0.2.91,52.3.1.64,12,0.0,0.0,0,1.0703,0.0,0.0,False,0.0,False
10.0.2.92→52.143.146.240,10.0.2.92,52.143.146.240,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.92→52.146.179.54,10.0.2.92,52.146.179.54,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.92→52.157.153.194,10.0.2.92,52.157.153.194,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.92→52.200.13.94,10.0.2.92,52.200.13.94,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.92→52.21.223.241,10.0.2.92,52.21.223.241,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.93→52.159.90.10,10.0.2.93,52.159.90.10,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.93→52.163.173.65,10.0.2.93,52.163.173.65,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.93→52.222.87.127,10.0.2.93,52.222.87.127,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.93→52.235.108.193,10.0.2.93,52.235.108.193,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.93→52.240.150.150,10.0.2.93,52.240.150.150,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.93→52.32.158.89,10.0.2.93,52.32.158.89,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.93→52.43.170.188,10.0.2.93,52.43.170.188,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.93→52.53.67.60,10.0.2.93,52.53.67.60,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.93→52.62.117.113,10.0.2.93,52.62.117.113,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.93→52.73.224.227,10.0.2.93,52.73.224.227,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.93→52.87.62.4,10.0.2.93,52.87.62.4,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.93→52.96.85.229,10.0.2.93,52.96.85.229,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.94→52.108.42.151,10.0.2.94,52.108.42.151,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.94→52.11.88.252,10.0.2.94,52.11.88.252,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.94→52.117.73.22,10.0.2.94,52.117.73.22,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.94→52.139.72.252,10.0.2.94,52.139.72.252,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.94→52.140.245.52,10.0.2.94,52.140.245.52,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.94→52.15.127.110,10.0.2.94,52.15.127.110,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.94→52.195.208.14,10.0.2.94,52.195.208.14,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.94→52.227.82.31,10.0.2.94,52.227.82.31,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.94→52.43.170.188,10.0.2.94,52.43.170.188,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.94→52.43.87.64,10.0.2.94,52.43.87.64,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.94→52.80.175.120,10.0.2.94,52.80.175.120,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.94→52.94.90.56,10.0.2.94,52.94.90.56,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.95→52.117.49.45,10.0.2.95,52.117.49.45,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.95→52.125.177.168,10.0.2.95,52.125.177.168,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.95→52.163.173.65,10.0.2.95,52.163.173.65,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.95→52.236.48.89,10.0.2.95,52.236.48.89,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.95→52.240.188.130,10.0.2.95,52.240.188.130,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.95→52.39.184.95,10.0.2.95,52.39.184.95,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.95→52.87.90.12,10.0.2.95,52.87.90.12,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.96→52.158.10.202,10.0.2.96,52.158.10.202,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.96→52.160.85.188,10.0.2.96,52.160.85.188,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.96→52.200.13.94,10.0.2.96,52.200.13.94,12,0.0,0.0,0,1.9593,0.0,0.0,False,0.0,False
10.0.2.96→52.210.80.58,10.0.2.96,52.210.80.58,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.96→52.221.252.23,10.0.2.96,52.221.252.23,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.96→52.240.150.150,10.0.2.96,52.240.150.150,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.96→52.92.5.8,10.0.2.96,52.92.5.8,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.97→52.1.72.72,10.0.2.97,52.1.72.72,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.97→52.233.49.105,10.0.2.97,52.233.49.105,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.97→52.240.150.150,10.0.2.97,52.240.150.150,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.97→52.32.188.192,10.0.2.97,52.32.188.192,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.97→52.57.189.101,10.0.2.97,52.57.189.101,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.97→52.64.251.121,10.0.2.97,52.64.251.121,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.98→52.138.139.18,10.0.2.98,52.138.139.18,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.98→52.140.174.236,10.0.2.98,52.140.174.236,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.98→52.162.2.26,10.0.2.98,52.162.2.26,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.98→52.210.193.207,10.0.2.98,52.210.193.207,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.99→52.156.105.203,10.0.2.99,52.156.105.203,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.99→52.172.189.147,10.0.2.99,52.172.189.147,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.99→52.176.94.211,10.0.2.99,52.176.94.211,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.99→52.221.252.23,10.0.2.99,52.221.252.23,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.99→52.240.94.101,10.0.2.99,52.240.94.101,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.99→52.32.188.192,10.0.2.99,52.32.188.192,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.99→52.34.104.238,10.0.2.99,52.34.104.238,10,0.0,0.0,0,0.8794,0.0,0.0,False,0.0,False
10.0.3.1→52.108.42.151,10.0.3.1,52.108.42.151,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.1→52.162.2.26,10.0.3.1,52.162.2.26,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.1→52.220.176.136,10.0.3.1,52.220.176.136,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.1→52.221.39.114,10.0.3.1,52.221.39.114,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.1→52.229.178.142,10.0.3.1,52.229.178.142,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.1→52.235.58.175,10.0.3.1,52.235.58.175,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.1→52.43.170.188,10.0.3.1,52.43.170.188,11,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.1→52.46.218.32,10.0.3.1,52.46.218.32,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.1→52.73.192.243,10.0.3.1,52.73.192.243,15,0.0,0.0,0,0.8203,0.0,0.0,False,0.0,False
10.0.3.1→52.80.175.120,10.0.3.1,52.80.175.120,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.1→52.81.56.180,10.0.3.1,52.81.56.180,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.1→52.93.117.242,10.0.3.1,52.93.117.242,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.1→52.97.123.59,10.0.3.1,52.97.123.59,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.10→52.107.81.230,10.0.3.10,52.107.81.230,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.10→52.124.197.123,10.0.3.10,52.124.197.123,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.10→52.169.198.16,10.0.3.10,52.169.198.16,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.10→52.177.52.176,10.0.3.10,52.177.52.176,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.10→52.195.208.14,10.0.3.10,52.195.208.14,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.10→52.196.32.13,10.0.3.10,52.196.32.13,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.10→52.227.82.31,10.0.3.10,52.227.82.31,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.10→52.252.240.238,10.0.3.10,52.252.240.238,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.10→52.44.85.247,10.0.3.10,52.44.85.247,11,0.0,0.0,0,0.9465,0.0,0.0,False,0.0,False
10.0.3.10→52.96.212.92,10.0.3.10,52.96.212.92,11,0.0,0.0,0,0.6508,0.0,0.0,False,0.0,False
10.0.3.10→52.96.85.229,10.0.3.10,52.96.85.229,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.100→52.128.244.174,10.0.3.100,52.128.244.174,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.100→52.146.179.54,10.0.3.100,52.146.179.54,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.100→52.176.163.85,10.0.3.100,52.176.163.85,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.100→52.207.69.39,10.0.3.100,52.207.69.39,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.100→52.250.188.94,10.0.3.100,52.250.188.94,12,0.0,0.0,0,0.6922,0.0,0.0,False,0.0,False
10.0.3.100→52.88.13.186,10.0.3.100,52.88.13.186,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.101→52.118.29.124,10.0.3.101,52.118.29.124,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.101→52.162.2.26,10.0.3.101,52.162.2.26,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.101→52.250.188.94,10.0.3.101,52.250.188.94,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.101→52.43.87.64,10.0.3.101,52.43.87.64,18,0.0,0.0,0,0.8008,0.0,0.0,False,0.0,False
10.0.3.101→52.67.46.173,10.0.3.101,52.67.46.173,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.101→52.67.61.32,10.0.3.101,52.67.61.32,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.101→52.74.193.127,10.0.3.101,52.74.193.127,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.3.101→52.87.62.4,10.0.3.101,52.87.62.4,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
