pair_id,src_ip,dst_ip,flow_count,beacon_confidence,duration_std,uncommon_port_hits,avg_total_bytes,off_hour_connections,priority_score
10.0.3.167→52.229.178.142,10.0.3.167,52.229.178.142,3,0.0,5.8659,2,23714.0,3,2
10.0.3.167→52.221.252.23,10.0.3.167,52.221.252.23,7,0.0,1.1621,4,24221.86,3,2
10.0.3.167→52.195.208.14,10.0.3.167,52.195.208.14,5,0.0,1.5134,2,17218.4,2,2
10.0.3.167→52.185.69.232,10.0.3.167,52.185.69.232,5,0.0,9.069,4,6974.0,3,2
192.168.1.6→52.7.235.177,192.168.1.6,52.7.235.177,3,0.0,0.9204,2,4132.33,1,2
192.168.1.6→52.230.214.105,192.168.1.6,52.230.214.105,3,0.0,6.8428,2,5078.0,2,2
192.168.1.6→52.1.72.72,192.168.1.6,52.1.72.72,12,0.0,4.7663,7,33579.17,4,2
192.168.1.59→52.76.232.41,192.168.1.59,52.76.232.41,8,0.0,1.0243,4,17335.88,3,2
10.0.1.211→52.5.206.13,10.0.1.211,52.5.206.13,3,0.0,20.7277,1,4257.67,1,2
10.0.3.169→52.5.206.13,10.0.3.169,52.5.206.13,3,0.0,8.3099,3,7747.0,2,2
192.168.1.165→52.214.107.150,192.168.1.165,52.214.107.150,3,0.0,7.7222,2,39980.67,1,2
192.168.1.165→52.169.198.16,192.168.1.165,52.169.198.16,7,0.0,2.0865,6,13171.86,3,2
192.168.1.165→52.160.85.188,192.168.1.165,52.160.85.188,3,0.0,2.1591,2,24740.0,1,2
192.168.1.165→52.140.245.52,192.168.1.165,52.140.245.52,3,0.0,0.0996,1,6214.33,0,2
192.168.1.164→52.93.78.128,192.168.1.164,52.93.78.128,3,0.0,3.685,2,62330.67,0,2
192.168.1.164→52.49.47.194,192.168.1.164,52.49.47.194,3,0.0,4.3197,2,47199.33,3,2
10.0.3.168→52.222.87.127,10.0.3.168,52.222.87.127,3,0.0,1.8853,1,52515.67,0,2
10.0.1.217→52.233.49.105,10.0.1.217,52.233.49.105,3,0.0,4.0365,2,10125.67,3,2
10.0.1.217→52.215.173.59,10.0.1.217,52.215.173.59,3,0.0,1.5069,2,72998.67,1,2
10.0.1.217→52.201.81.222,10.0.1.217,52.201.81.222,7,0.0,1.2199,6,17675.43,2,2
10.0.1.213→52.50.76.131,10.0.1.213,52.50.76.131,3,0.0,1.666,2,5941.33,1,2
10.0.1.213→52.5.206.13,10.0.1.213,52.5.206.13,10,0.0,62.858,7,29945.8,5,2
10.0.1.207→52.13.106.232,10.0.1.207,52.13.106.232,3,0.0,14.877,3,181332.0,0,2
192.168.1.164→52.31.1.167,192.168.1.164,52.31.1.167,4,0.0,0.6111,4,7434.75,4,2
192.168.1.164→52.13.106.232,192.168.1.164,52.13.106.232,3,0.0,1.048,2,50017.67,2,2
192.168.1.163→52.235.58.175,192.168.1.163,52.235.58.175,12,0.0,0.7667,8,16668.08,2,2
192.168.1.163→52.157.153.194,192.168.1.163,52.157.153.194,3,0.0,1.0543,2,9179.33,2,2
192.168.1.163→52.125.99.159,192.168.1.163,52.125.99.159,3,0.0,0.5286,2,27309.67,1,2
10.0.3.171→52.8.0.126,10.0.3.171,52.8.0.126,3,0.0,1.5312,2,412007.67,0,2
10.0.3.171→52.146.84.103,10.0.3.171,52.146.84.103,3,0.0,0.6806,2,46849.67,3,2
10.0.3.170→52.74.84.106,10.0.3.170,52.74.84.106,3,0.0,4.3736,2,13461.67,3,2
10.0.3.170→52.123.99.233,10.0.3.170,52.123.99.233,9,0.0,20.7188,6,11713.89,2,2
10.0.3.170→52.117.73.22,10.0.3.170,52.117.73.22,3,0.0,7.5882,1,29121.0,1,2
10.0.1.212→52.67.61.32,10.0.1.212,52.67.61.32,3,0.0,6.1734,3,6636.67,1,2
10.0.1.212→52.67.176.79,10.0.1.212,52.67.176.79,7,0.0,13.2942,4,11700.14,2,2
192.168.1.60→52.43.87.64,192.168.1.60,52.43.87.64,3,0.0,1.1384,3,52636.0,0,2
10.0.3.173→52.139.72.252,10.0.3.173,52.139.72.252,12,0.0,2.7457,9,25968.08,3,2
10.0.3.176→52.1.72.72,10.0.3.176,52.1.72.72,3,0.0,2.1595,3,32856.67,2,2
10.0.3.17→52.97.123.59,10.0.3.17,52.97.123.59,4,0.0,9.0155,3,5741.75,2,2
10.0.3.172→52.93.78.128,10.0.3.172,52.93.78.128,3,0.0,0.509,3,13628.33,2,2
10.0.3.172→52.87.62.4,10.0.3.172,52.87.62.4,6,0.0,40.7399,4,50983.0,3,2
10.0.3.172→52.82.73.198,10.0.3.172,52.82.73.198,3,0.0,1.8376,3,11036.67,1,2
10.0.3.172→52.49.47.194,10.0.3.172,52.49.47.194,4,0.0,1.3224,2,29066.25,4,2
10.0.3.172→52.162.2.26,10.0.3.172,52.162.2.26,3,0.0,15.0921,2,48247.67,2,2
10.0.1.211→52.43.33.26,10.0.1.211,52.43.33.26,3,0.0,0.2385,3,12443.33,0,2
10.0.1.211→52.225.14.219,10.0.1.211,52.225.14.219,3,0.0,1.287,3,18229.33,1,2
10.0.1.210→52.250.188.94,10.0.1.210,52.250.188.94,3,0.0,0.6064,1,7899.67,2,2
10.0.1.210→52.133.65.155,10.0.1.210,52.133.65.155,5,0.0,3.014,4,20477.6,1,2
10.0.1.215→52.176.163.85,10.0.1.215,52.176.163.85,3,0.0,1.8186,2,84935.0,0,2
10.0.1.215→52.169.198.16,10.0.1.215,52.169.198.16,7,0.0,4.5973,4,46462.71,0,2
10.0.1.215→52.117.73.22,10.0.1.215,52.117.73.22,3,0.0,0.7635,3,45962.67,2,2
10.0.1.213→52.64.101.90,10.0.1.213,52.64.101.90,5,0.0,41.8811,3,18808.2,3,2
10.0.1.21→52.38.211.174,10.0.1.21,52.38.211.174,7,0.0,24.9458,6,38395.71,4,2
10.0.1.21→52.253.119.40,10.0.1.21,52.253.119.40,3,0.0,0.134,0,10828.0,1,2
10.0.1.209→52.75.141.226,10.0.1.209,52.75.141.226,3,0.0,9.7885,2,265190.67,0,2
10.0.1.209→52.36.7.21,10.0.1.209,52.36.7.21,7,0.0,17.8208,4,14506.57,2,2
10.0.1.209→52.31.1.167,10.0.1.209,52.31.1.167,3,0.0,0.4993,2,66266.0,0,2
10.0.1.209→52.252.240.238,10.0.1.209,52.252.240.238,3,0.0,4.3041,1,22597.0,1,2
10.0.1.209→52.219.227.101,10.0.1.209,52.219.227.101,4,0.0,21.6661,1,28571.25,1,2
10.0.1.212→52.233.3.152,10.0.1.212,52.233.3.152,3,0.0,4.0201,3,14205.33,1,2
10.0.1.212→52.21.223.241,10.0.1.212,52.21.223.241,5,0.0,17.0425,4,33537.4,1,2
10.0.1.211→52.88.13.186,10.0.1.211,52.88.13.186,3,0.0,0.6394,3,3752.33,1,2
192.168.1.61→52.216.254.66,192.168.1.61,52.216.254.66,3,0.0,0.0532,2,31573.67,0,2
10.0.3.174→52.125.177.168,10.0.3.174,52.125.177.168,3,0.0,0.5457,3,38427.0,1,2
10.0.3.173→52.62.161.110,10.0.3.173,52.62.161.110,3,0.0,0.6096,3,10811.0,2,2
10.0.3.173→52.34.104.238,10.0.3.173,52.34.104.238,3,0.0,4.3332,3,12411.33,2,2
10.0.3.173→52.224.115.122,10.0.3.173,52.224.115.122,3,0.0,2.5172,3,7078.67,3,2
10.0.3.173→52.182.151.72,10.0.3.173,52.182.151.72,3,0.0,6.4629,2,40947.67,1,2
10.0.1.208→52.140.174.236,10.0.1.208,52.140.174.236,8,0.0,12.728,4,14806.12,2,2
10.0.1.207→52.74.84.106,10.0.1.207,52.74.84.106,5,0.0,2.1794,3,12640.4,1,2
10.0.1.207→52.62.117.113,10.0.1.207,52.62.117.113,4,0.0,1.9244,3,20144.75,3,2
10.0.1.207→52.31.1.167,10.0.1.207,52.31.1.167,4,0.0,0.5331,4,163271.5,0,2
10.0.1.207→52.230.214.105,10.0.1.207,52.230.214.105,3,0.0,0.6932,2,9068.67,3,2
10.0.1.207→52.19.247.51,10.0.1.207,52.19.247.51,9,0.0,7.735,6,34262.67,3,2
10.0.1.205→52.26.80.173,10.0.1.205,52.26.80.173,3,0.0,13.6047,1,15589.67,3,2
10.0.3.175→52.163.245.96,10.0.3.175,52.163.245.96,8,0.0,2.3574,6,18570.38,1,2
10.0.3.174→52.201.81.222,10.0.3.174,52.201.81.222,6,0.0,2.6108,4,29905.5,1,2
10.0.3.174→52.158.10.202,10.0.3.174,52.158.10.202,6,0.0,2.2746,4,33567.67,2,2
10.0.3.178→52.13.106.232,10.0.3.178,52.13.106.232,3,0.0,2.4748,1,9873.67,3,2
10.0.3.177→52.98.120.54,10.0.3.177,52.98.120.54,3,0.0,0.9404,2,62304.33,0,2
10.0.3.177→52.92.5.8,10.0.3.177,52.92.5.8,3,0.0,2.9372,2,24075.67,1,2
10.0.3.177→52.64.101.90,10.0.3.177,52.64.101.90,3,0.0,1.8381,2,16926.67,1,2
10.0.3.171→52.81.92.222,10.0.3.171,52.81.92.222,3,0.0,6.7502,3,28208.0,1,2
10.0.1.21→52.82.73.198,10.0.1.21,52.82.73.198,3,0.0,5.1284,0,92974.33,2,2
10.0.3.178→52.95.236.200,10.0.3.178,52.95.236.200,3,0.0,1.5698,1,62707.67,0,2
10.0.3.178→52.176.238.203,10.0.3.178,52.176.238.203,3,0.0,3.9856,1,18006.0,2,2
10.0.3.178→52.146.84.103,10.0.3.178,52.146.84.103,3,0.0,0.0486,3,17071.0,0,2
10.0.3.176→52.75.205.84,10.0.3.176,52.75.205.84,5,0.0,35.0607,4,194878.8,0,2
10.0.3.176→52.71.3.212,10.0.3.176,52.71.3.212,3,0.0,2.1612,2,401516.67,0,2
10.0.3.176→52.176.238.203,10.0.3.176,52.176.238.203,3,0.0,3.9492,2,12247.0,1,2
192.168.1.162→52.94.10.111,192.168.1.162,52.94.10.111,8,0.0,17.074,5,20576.62,4,2
192.168.1.162→52.252.240.238,192.168.1.162,52.252.240.238,5,0.0,18.5422,5,3381.8,3,2
192.168.1.162→52.221.252.23,192.168.1.162,52.221.252.23,3,0.0,2.833,2,8102.0,2,2
192.168.1.162→52.143.146.240,192.168.1.162,52.143.146.240,3,0.0,3.7166,1,3972.0,2,2
192.168.1.162→52.140.245.52,192.168.1.162,52.140.245.52,3,0.0,0.2061,2,33772.67,0,2
192.168.1.162→52.140.174.236,192.168.1.162,52.140.174.236,3,0.0,30.6271,3,27680.0,2,2
10.0.3.175→52.93.78.128,10.0.3.175,52.93.78.128,3,0.0,2.8339,3,23886.67,1,2
192.168.1.60→52.60.11.135,192.168.1.60,52.60.11.135,3,0.0,2.8717,3,5937.67,1,2
10.0.1.209→52.164.235.44,10.0.1.209,52.164.235.44,3,0.0,0.255,3,7203.33,0,2
10.0.1.208→52.92.2.15,10.0.1.208,52.92.2.15,3,0.0,45.202,3,21869.67,1,2
10.0.1.205→52.172.189.147,10.0.1.205,52.172.189.147,3,0.0,0.5494,2,1086.0,3,2
10.0.1.204→52.32.158.89,10.0.1.204,52.32.158.89,6,0.0,4.9862,4,13609.17,2,2
192.168.1.62→52.29.3.76,192.168.1.62,52.29.3.76,13,0.0,1.2542,10,9930.31,4,2
192.168.1.62→52.21.247.25,192.168.1.62,52.21.247.25,4,0.0,5.4914,3,17347.75,3,2
192.168.1.62→52.21.162.44,192.168.1.62,52.21.162.44,3,0.0,0.1083,2,17135.0,0,2
192.168.1.62→52.201.72.99,192.168.1.62,52.201.72.99,3,0.0,5.5649,1,11834.67,2,2
192.168.1.62→52.163.173.65,192.168.1.62,52.163.173.65,3,0.0,3.4946,3,22063.0,2,2
192.168.1.62→52.101.146.63,192.168.1.62,52.101.146.63,3,0.0,1.7792,2,4965.67,3,2
192.168.1.61→52.87.90.12,192.168.1.61,52.87.90.12,3,0.0,12.3492,2,34667.0,1,2
192.168.1.61→52.53.67.60,192.168.1.61,52.53.67.60,4,0.0,6.1444,2,2618.75,1,2
10.0.1.204→52.227.82.31,10.0.1.204,52.227.82.31,3,0.0,0.0996,2,3214.67,0,2
192.168.1.161→52.8.74.82,192.168.1.161,52.8.74.82,3,0.0,0.8075,3,109572.67,0,2
10.0.3.179→52.60.11.135,10.0.3.179,52.60.11.135,5,0.0,16.7423,3,23581.2,1,2
10.0.3.179→52.29.3.76,10.0.3.179,52.29.3.76,3,0.0,6.6389,3,18702.67,3,2
10.0.3.179→52.200.13.94,10.0.3.179,52.200.13.94,3,0.0,3.9052,3,12959.0,2,2
10.0.3.179→52.117.73.22,10.0.3.179,52.117.73.22,3,0.0,0.5565,2,13625.0,1,2
10.0.1.206→52.74.84.106,10.0.1.206,52.74.84.106,3,0.0,4.5623,2,13252.33,1,2
10.0.1.206→52.34.104.238,10.0.1.206,52.34.104.238,3,0.0,0.4484,2,26693.0,0,2
10.0.1.205→52.64.101.90,10.0.1.205,52.64.101.90,3,0.0,7.2019,3,132073.0,0,2
10.0.3.180→52.7.235.177,10.0.3.180,52.7.235.177,6,0.0,6.8308,5,6550.83,3,2
10.0.3.180→52.233.3.152,10.0.3.180,52.233.3.152,3,0.0,12.6015,2,33091.33,3,2
10.0.3.180→52.107.81.230,10.0.3.180,52.107.81.230,3,0.0,2.7823,2,17122.0,1,2
10.0.3.18→52.240.188.130,10.0.3.18,52.240.188.130,3,0.0,0.8062,2,35978.33,1,2
10.0.3.18→52.233.3.152,10.0.3.18,52.233.3.152,3,0.0,10.2042,3,57318.67,0,2
10.0.3.18→52.229.178.142,10.0.3.18,52.229.178.142,4,0.0,18.6104,4,9120.75,4,2
10.0.3.18→52.155.94.39,10.0.3.18,52.155.94.39,7,0.0,3.2121,5,139964.57,0,2
10.0.3.18→52.123.99.233,10.0.3.18,52.123.99.233,3,0.0,0.2861,2,44520.67,0,2
10.0.3.179→52.91.195.142,10.0.3.179,52.91.195.142,3,0.0,0.2868,2,9770.0,0,2
10.0.3.182→52.94.168.172,10.0.3.182,52.94.168.172,4,0.0,1.8409,3,12073.75,4,2
10.0.3.182→52.35.45.71,10.0.3.182,52.35.45.71,3,0.0,2.2423,2,3971.0,3,2
192.168.1.161→52.93.78.128,192.168.1.161,52.93.78.128,6,0.0,1.4994,4,23037.5,2,2
10.0.1.205→52.220.160.138,10.0.1.205,52.220.160.138,3,0.0,7.1664,2,13539.67,2,2
10.0.1.202→52.68.177.170,10.0.1.202,52.68.177.170,3,0.0,0.873,2,12452.0,2,2
10.0.1.202→52.44.85.247,10.0.1.202,52.44.85.247,3,0.0,1.5182,2,10639.67,3,2
10.0.1.202→52.43.33.26,10.0.1.202,52.43.33.26,6,0.0,36.3366,6,38586.67,4,2
192.168.1.62→52.98.120.54,192.168.1.62,52.98.120.54,6,0.0,12.4264,4,16078.33,4,2
10.0.3.182→52.15.127.110,10.0.3.182,52.15.127.110,3,0.0,12.0005,3,69034.0,3,2
10.0.3.181→52.81.56.180,10.0.3.181,52.81.56.180,9,0.0,7.7917,8,21766.22,4,2
10.0.3.181→52.67.46.173,10.0.3.181,52.67.46.173,3,0.0,0.7676,1,16900.67,1,2
10.0.3.181→52.57.86.157,10.0.3.181,52.57.86.157,7,0.0,0.8591,7,24920.0,6,2
10.0.3.181→52.204.28.79,10.0.3.181,52.204.28.79,7,0.0,10.4661,1,26878.14,2,2
10.0.3.185→52.48.103.109,10.0.3.185,52.48.103.109,3,0.0,3.3238,2,36588.0,3,2
10.0.3.185→52.240.150.150,10.0.3.185,52.240.150.150,3,0.0,10.8645,2,82705.33,0,2
10.0.3.180→52.8.0.126,10.0.3.180,52.8.0.126,5,0.0,11.8835,5,12269.8,2,2
10.0.1.204→52.216.227.179,10.0.1.204,52.216.227.179,5,0.0,8.8301,4,40546.2,1,2
10.0.1.204→52.192.221.104,10.0.1.204,52.192.221.104,10,0.0,3.4546,8,16041.9,2,2
10.0.1.204→52.162.2.26,10.0.1.204,52.162.2.26,6,0.0,12.4014,3,14726.5,1,2
10.0.1.204→52.160.85.188,10.0.1.204,52.160.85.188,3,0.0,1.9933,2,32282.0,2,2
10.0.1.201→52.43.170.188,10.0.1.201,52.43.170.188,3,0.0,7.3436,3,9007.33,3,2
10.0.1.201→52.3.1.64,10.0.1.201,52.3.1.64,4,0.0,2.4545,4,33300.0,3,2
10.0.1.201→52.240.150.150,10.0.1.201,52.240.150.150,3,0.0,0.4491,3,31521.67,0,2
10.0.3.184→52.219.227.101,10.0.3.184,52.219.227.101,4,0.0,6.3244,3,44530.0,2,2
10.0.3.184→52.158.75.62,10.0.3.184,52.158.75.62,3,0.0,2.7934,3,12452.67,1,2
10.0.3.183→52.26.80.173,10.0.3.183,52.26.80.173,3,0.0,2.9562,2,4344.0,2,2
10.0.3.183→52.227.82.31,10.0.3.183,52.227.82.31,3,0.0,0.3535,2,5260.67,0,2
10.0.3.183→52.188.223.168,10.0.3.183,52.188.223.168,4,0.0,15.9721,2,8384.5,1,2
10.0.3.183→52.180.116.96,10.0.3.183,52.180.116.96,10,0.0,5.8864,4,26849.7,3,2
10.0.3.187→52.163.173.65,10.0.3.187,52.163.173.65,3,0.0,6.0472,3,7470.33,1,2
10.0.3.187→52.154.209.186,10.0.3.187,52.154.209.186,4,0.0,1.0037,2,31018.25,4,2
10.0.3.186→52.57.181.115,10.0.3.186,52.57.181.115,3,0.0,1.0006,1,22131.33,2,2
10.0.3.182→52.220.160.138,10.0.3.182,52.220.160.138,7,0.0,2.4199,4,81735.29,0,2
10.0.1.203→52.158.10.202,10.0.1.203,52.158.10.202,3,0.0,5.1853,3,15102.67,2,2
10.0.1.203→52.147.198.242,10.0.1.203,52.147.198.242,3,0.0,3.8942,2,27023.0,2,2
10.0.1.203→52.143.143.211,10.0.1.203,52.143.143.211,9,0.0,12.5298,5,9189.11,3,2
10.0.3.188→52.176.238.203,10.0.3.188,52.176.238.203,3,0.0,3.6764,2,7449.33,1,2
10.0.3.187→52.252.240.238,10.0.3.187,52.252.240.238,5,0.0,9.7104,3,100168.2,0,2
10.0.3.186→52.227.82.31,10.0.3.186,52.227.82.31,3,0.0,1.707,1,24744.0,2,2
10.0.3.186→52.157.153.194,10.0.3.186,52.157.153.194,3,0.0,2.8366,1,16117.0,2,2
10.0.3.185→52.92.2.15,10.0.3.185,52.92.2.15,3,0.0,3.7041,1,10332.0,3,2
192.168.1.161→52.227.82.31,192.168.1.161,52.227.82.31,3,0.0,3.835,2,7031.33,2,2
192.168.1.161→52.177.52.176,192.168.1.161,52.177.52.176,3,0.0,1.2434,2,14699.33,2,2
192.168.1.161→52.163.245.96,192.168.1.161,52.163.245.96,4,0.0,25.1731,3,401336.0,0,2
192.168.1.160→52.97.123.59,192.168.1.160,52.97.123.59,5,0.0,3.2457,2,52052.0,0,2
192.168.1.160→52.93.117.242,192.168.1.160,52.93.117.242,6,0.0,3.4983,3,32018.33,0,2
192.168.1.160→52.92.2.15,192.168.1.160,52.92.2.15,6,0.0,0.7942,4,206860.5,0,2
10.0.3.184→52.96.85.229,10.0.3.184,52.96.85.229,3,0.0,2.3118,2,14529.67,3,2
192.168.1.62→52.74.193.127,192.168.1.62,52.74.193.127,3,0.0,5.5076,2,38588.67,1,2
10.0.1.202→52.221.39.114,10.0.1.202,52.221.39.114,3,0.0,0.437,1,2344.67,0,2
10.0.1.202→52.188.223.168,10.0.1.202,52.188.223.168,3,0.0,0.5889,3,6307.33,1,2
10.0.1.201→52.57.189.101,10.0.1.201,52.57.189.101,3,0.0,1.1126,1,40184.0,1,2
10.0.1.20→52.73.224.227,10.0.1.20,52.73.224.227,4,0.0,4.8455,4,6990.75,4,2
192.168.1.65→52.13.106.232,192.168.1.65,52.13.106.232,7,0.0,4.67,2,14788.86,1,2
192.168.1.64→52.220.160.138,192.168.1.64,52.220.160.138,10,0.0,2.6905,5,17547.7,4,2
192.168.1.64→52.15.127.110,192.168.1.64,52.15.127.110,3,0.0,0.5332,2,5056.33,1,2
192.168.1.63→52.253.119.40,192.168.1.63,52.253.119.40,13,0.0,1.8974,9,21732.85,4,2
192.168.1.63→52.233.49.105,192.168.1.63,52.233.49.105,3,0.0,0.3681,2,13380.67,0,2
192.168.1.63→52.195.208.14,192.168.1.63,52.195.208.14,3,0.0,8.5343,2,105395.33,0,2
192.168.1.63→52.123.99.233,192.168.1.63,52.123.99.233,3,0.0,1.1898,3,26189.0,1,2
192.168.1.63→52.107.17.86,192.168.1.63,52.107.17.86,3,0.0,14.9986,2,4115.67,3,2
192.168.1.160→52.253.119.40,192.168.1.160,52.253.119.40,3,0.0,5.987,3,13493.33,1,2
10.0.3.189→52.169.198.16,10.0.3.189,52.169.198.16,3,0.0,1.039,2,38953.67,2,2
10.0.3.189→52.160.85.188,10.0.3.189,52.160.85.188,3,0.0,0.4384,0,15390.67,2,2
10.0.3.189→52.1.72.72,10.0.3.189,52.1.72.72,4,0.0,5.0011,4,9264.75,2,2
10.0.3.188→52.92.5.8,10.0.3.188,52.92.5.8,4,0.0,1.1993,4,5949.5,4,2
10.0.3.188→52.236.48.89,10.0.3.188,52.236.48.89,3,0.0,0.4065,2,39503.67,0,2
10.0.3.188→52.208.131.213,10.0.3.188,52.208.131.213,3,0.0,0.6044,3,7823.67,1,2
10.0.3.192→52.98.120.54,10.0.3.192,52.98.120.54,8,0.0,5.745,6,13750.88,1,2
10.0.3.192→52.87.90.12,10.0.3.192,52.87.90.12,7,0.0,0.8574,5,48944.57,0,2
10.0.3.192→52.50.76.131,10.0.3.192,52.50.76.131,4,0.0,0.1948,4,20532.0,0,2
10.0.3.192→52.240.94.101,10.0.3.192,52.240.94.101,3,0.0,8.1069,3,18826.0,1,2
10.0.3.192→52.208.131.213,10.0.3.192,52.208.131.213,5,0.0,2.5773,5,94888.2,0,2
10.0.3.19→52.76.232.41,10.0.3.19,52.76.232.41,9,0.0,18.3303,7,26053.56,1,2
10.0.3.19→52.220.160.138,10.0.3.19,52.220.160.138,11,0.0,12.0785,5,15885.0,4,2
10.0.3.19→52.208.131.213,10.0.3.19,52.208.131.213,4,0.0,2.4484,3,4132.25,1,2
10.0.3.19→52.159.83.2,10.0.3.19,52.159.83.2,3,0.0,0.9876,2,7531.67,2,2
10.0.3.191→52.143.143.211,10.0.3.191,52.143.143.211,3,0.0,0.06,3,9324.67,0,2
10.0.3.191→52.136.236.42,10.0.3.191,52.136.236.42,3,0.0,0.2762,2,24036.33,0,2
10.0.3.191→52.123.99.233,10.0.3.191,52.123.99.233,9,0.0,14.8063,6,14939.56,1,2
10.0.3.191→52.121.235.85,10.0.3.191,52.121.235.85,4,0.0,1.106,3,13752.75,2,2
192.168.1.160→52.32.188.192,192.168.1.160,52.32.188.192,3,0.0,3.0462,1,36004.33,3,2
10.0.1.200→52.227.82.31,10.0.1.200,52.227.82.31,3,0.0,0.4566,3,68355.0,0,2
10.0.1.200→52.219.227.101,10.0.1.200,52.219.227.101,3,0.0,1.7675,3,7977.33,3,2
10.0.1.2→52.75.141.226,10.0.1.2,52.75.141.226,3,0.0,1.1008,2,9414.0,2,2
10.0.1.2→52.48.103.109,10.0.1.2,52.48.103.109,3,0.0,23.8241,2,7621.0,2,2
10.0.1.2→52.18.241.144,10.0.1.2,52.18.241.144,13,0.0,2.8715,7,32718.62,4,2
10.0.1.2→52.172.189.147,10.0.1.2,52.172.189.147,3,0.0,7.11,1,17328.33,2,2
10.0.1.2→52.117.73.22,10.0.1.2,52.117.73.22,7,0.0,1.6607,4,126954.0,0,2
10.0.1.2→52.0.241.24,10.0.1.2,52.0.241.24,10,0.0,4.5298,7,53127.6,4,2
10.0.1.201→52.201.72.99,10.0.1.201,52.201.72.99,3,0.0,1.2012,1,4371.67,1,2
10.0.1.200→52.30.169.56,10.0.1.200,52.30.169.56,9,0.0,5.4036,4,23803.67,1,2
10.0.1.199→52.77.82.17,10.0.1.199,52.77.82.17,4,0.0,3.6179,4,6219.5,2,2
10.0.3.190→52.83.248.181,10.0.3.190,52.83.248.181,11,0.0,3.4472,8,11704.09,5,2
10.0.3.190→52.38.211.174,10.0.3.190,52.38.211.174,3,0.0,2.5429,3,67221.0,1,2
10.0.3.190→52.233.49.105,10.0.3.190,52.233.49.105,3,0.0,0.3318,2,9955.67,0,2
10.0.3.190→52.227.96.208,10.0.3.190,52.227.96.208,7,0.0,6.1357,5,16869.0,5,2
10.0.3.190→52.214.107.150,10.0.3.190,52.214.107.150,3,0.0,9.4251,3,11501.67,1,2
10.0.3.193→52.48.103.109,10.0.3.193,52.48.103.109,4,0.0,2.3574,3,27539.25,3,2
10.0.3.193→52.154.51.29,10.0.3.193,52.154.51.29,3,0.0,0.4905,2,56061.67,0,2
10.0.1.20→52.53.67.60,10.0.1.20,52.53.67.60,7,0.0,0.9912,2,11595.14,3,2
10.0.1.20→52.225.14.219,10.0.1.20,52.225.14.219,9,0.0,5.3465,6,14881.22,4,2
10.0.1.20→52.174.33.8,10.0.1.20,52.174.33.8,9,0.0,2.6096,8,5106.89,2,2
192.168.1.65→52.185.69.232,192.168.1.65,52.185.69.232,3,0.0,8.5536,3,127144.33,0,2
10.0.3.192→52.125.99.159,10.0.3.192,52.125.99.159,3,0.0,2.7375,2,14013.67,2,2
10.0.3.192→52.0.254.206,10.0.3.192,52.0.254.206,4,0.0,3.3529,3,504821.75,0,2
10.0.3.191→52.60.11.135,10.0.3.191,52.60.11.135,3,0.0,0.2773,2,2177.67,0,2
10.0.3.191→52.32.188.192,10.0.3.191,52.32.188.192,3,0.0,0.1513,3,29319.0,0,2
192.168.1.160→52.210.80.58,192.168.1.160,52.210.80.58,8,0.0,7.7309,6,29420.62,5,2
192.168.1.160→52.158.75.62,192.168.1.160,52.158.75.62,4,0.0,4.1469,3,9366.75,3,2
192.168.1.160→52.157.153.194,192.168.1.160,52.157.153.194,3,0.0,3.0057,3,13793.67,2,2
192.168.1.160→52.129.71.22,192.168.1.160,52.129.71.22,3,0.0,0.7074,2,14743.67,1,2
192.168.1.16→52.222.87.127,192.168.1.16,52.222.87.127,8,0.0,2.9416,5,7682.5,5,2
192.168.1.159→52.94.10.111,192.168.1.159,52.94.10.111,3,0.0,2.6065,2,16899.33,2,2
192.168.1.159→52.81.60.195,192.168.1.159,52.81.60.195,4,0.0,8.9335,2,5109.0,1,2
10.0.3.191→52.10.55.130,10.0.3.191,52.10.55.130,6,0.0,69.7783,6,24775.5,3,2
192.168.1.159→52.221.252.23,192.168.1.159,52.221.252.23,3,0.0,1.9371,3,17170.0,1,2
192.168.1.159→52.195.208.14,192.168.1.159,52.195.208.14,5,0.0,9.6396,4,11606.2,3,2
10.0.3.194→52.62.117.113,10.0.3.194,52.62.117.113,3,0.0,4.5852,1,31621.0,1,2
10.0.3.194→52.57.189.101,10.0.3.194,52.57.189.101,12,0.0,11.8948,10,20701.0,3,2
10.0.3.194→52.39.184.95,10.0.3.194,52.39.184.95,5,0.0,0.483,3,29450.2,0,2
10.0.3.194→52.32.188.192,10.0.3.194,52.32.188.192,3,0.0,5.4148,2,55209.33,1,2
10.0.3.194→52.174.33.8,10.0.3.194,52.174.33.8,4,0.0,2.2704,2,54278.75,1,2
10.0.3.194→52.146.179.54,10.0.3.194,52.146.179.54,3,0.0,7.377,3,20988.33,2,2
10.0.3.196→52.0.241.24,10.0.3.196,52.0.241.24,3,0.0,10.0209,3,24543.67,3,2
10.0.1.199→52.75.67.202,10.0.1.199,52.75.67.202,3,0.0,5.0978,1,6493.0,3,2
10.0.1.199→52.32.245.196,10.0.1.199,52.32.245.196,3,0.0,1.3037,1,10480.33,3,2
10.0.1.199→52.186.186.152,10.0.1.199,52.186.186.152,3,0.0,19.3972,1,1931.33,1,2
10.0.1.198→52.97.123.59,10.0.1.198,52.97.123.59,4,0.0,3.8897,3,5770.25,2,2
10.0.1.198→52.252.240.238,10.0.1.198,52.252.240.238,3,0.0,4.5952,2,39617.33,3,2
