sax_word,sax_symbol_cv,sax_acf_peak,sax_motif_fraction,sax_passes,n_observations,pair_id,src_ip,dst_ip,sax_prescreen_pass
,,0.0,0.0,False,6,192.168.1.72→52.229.178.142,192.168.1.72,52.229.178.142,False
,,0.0,0.0,False,6,192.168.1.11→52.26.80.173,192.168.1.11,52.26.80.173,False
,,0.0,0.0,False,6,192.168.1.110→52.146.179.54,192.168.1.110,52.146.179.54,False
,,0.0,0.0,False,6,192.168.1.110→52.190.26.88,192.168.1.110,52.190.26.88,False
,,0.0,0.0,False,6,192.168.1.73→52.201.81.222,192.168.1.73,52.201.81.222,False
,,0.0,0.0,False,6,192.168.1.110→52.67.46.173,192.168.1.110,52.67.46.173,False
,,0.0,0.0,False,6,192.168.1.112→52.93.78.128,192.168.1.112,52.93.78.128,False
,,0.0,0.0,False,6,192.168.1.74→52.195.208.14,192.168.1.74,52.195.208.14,False
,,0.0,0.0,False,6,192.168.1.115→52.77.82.17,192.168.1.115,52.77.82.17,False
,,0.0,0.0,False,6,192.168.1.74→52.59.192.87,192.168.1.74,52.59.192.87,False
,,0.0,0.0,False,6,192.168.1.117→52.11.88.252,192.168.1.117,52.11.88.252,False
,,0.0,0.0,False,6,192.168.1.119→52.75.205.84,192.168.1.119,52.75.205.84,False
,,0.0,0.0,False,6,192.168.1.121→52.45.97.168,192.168.1.121,52.45.97.168,False
,,0.0,0.0,False,6,192.168.1.123→52.82.59.7,192.168.1.123,52.82.59.7,False
,,0.0,0.0,False,6,192.168.1.127→52.32.245.196,192.168.1.127,52.32.245.196,False
,,0.0,0.0,False,6,192.168.1.130→52.167.244.25,192.168.1.130,52.167.244.25,False
,,0.0,0.0,False,6,192.168.1.130→52.253.119.40,192.168.1.130,52.253.119.40,False
,,0.0,0.0,False,6,192.168.1.130→52.92.2.15,192.168.1.130,52.92.2.15,False
,,0.0,0.0,False,6,192.168.1.76→52.68.177.170,192.168.1.76,52.68.177.170,False
,,0.0,0.0,False,6,192.168.1.77→52.0.254.206,192.168.1.77,52.0.254.206,False
,,0.0,0.0,False,6,192.168.1.134→52.147.198.242,192.168.1.134,52.147.198.242,False
,,0.0,0.0,False,6,192.168.1.14→52.176.238.203,192.168.1.14,52.176.238.203,False
,,0.0,0.0,False,6,192.168.1.142→52.71.3.212,192.168.1.142,52.71.3.212,False
,,0.0,0.0,False,6,192.168.1.78→52.59.192.87,192.168.1.78,52.59.192.87,False
,,0.0,0.0,False,6,192.168.1.144→52.233.3.152,192.168.1.144,52.233.3.152,False
,,0.0,0.0,False,6,192.168.1.144→52.33.200.192,192.168.1.144,52.33.200.192,False
,,0.0,0.0,False,6,192.168.1.145→52.201.72.99,192.168.1.145,52.201.72.99,False
,,0.0,0.0,False,6,192.168.1.147→52.26.80.173,192.168.1.147,52.26.80.173,False
,,0.0,0.0,False,6,192.168.1.8→52.81.60.195,192.168.1.8,52.81.60.195,False
,,0.0,0.0,False,6,10.0.1.1→52.92.2.15,10.0.1.1,52.92.2.15,False
,,0.0,0.0,False,6,10.0.2.249→52.67.61.32,10.0.2.249,52.67.61.32,False
,,0.0,0.0,False,6,10.0.1.76→52.57.181.115,10.0.1.76,52.57.181.115,False
,,0.0,0.0,False,6,10.0.1.77→52.146.179.54,10.0.1.77,52.146.179.54,False
,,0.0,0.0,False,6,192.168.1.81→52.143.143.211,192.168.1.81,52.143.143.211,False
,,0.0,0.0,False,6,10.0.1.105→52.244.114.127,10.0.1.105,52.244.114.127,False
,,0.0,0.0,False,6,192.168.1.15→52.60.11.135,192.168.1.15,52.60.11.135,False
,,0.0,0.0,False,6,10.0.1.105→52.81.56.180,10.0.1.105,52.81.56.180,False
,,0.0,0.0,False,6,10.0.1.107→52.81.92.222,10.0.1.107,52.81.92.222,False
,,0.0,0.0,False,6,192.168.1.150→52.32.188.192,192.168.1.150,52.32.188.192,False
,,0.0,0.0,False,6,10.0.1.108→52.174.33.8,10.0.1.108,52.174.33.8,False
,,0.0,0.0,False,6,10.0.1.80→52.1.72.72,10.0.1.80,52.1.72.72,False
,,0.0,0.0,False,6,10.0.1.112→52.195.208.14,10.0.1.112,52.195.208.14,False
,,0.0,0.0,False,6,10.0.1.112→52.98.120.54,10.0.1.112,52.98.120.54,False
,,0.0,0.0,False,6,10.0.2.192→52.228.185.53,10.0.2.192,52.228.185.53,False
,,0.0,0.0,False,6,10.0.1.82→52.32.188.192,10.0.1.82,52.32.188.192,False
,,0.0,0.0,False,6,10.0.2.56→52.219.23.155,10.0.2.56,52.219.23.155,False
,,0.0,0.0,False,6,192.168.1.89→52.64.251.121,192.168.1.89,52.64.251.121,False
,,0.0,0.0,False,6,10.0.2.193→52.215.173.59,10.0.2.193,52.215.173.59,False
,,0.0,0.0,False,6,10.0.1.116→52.57.86.157,10.0.1.116,52.57.86.157,False
,,0.0,0.0,False,6,10.0.1.117→52.139.72.252,10.0.1.117,52.139.72.252,False
,,0.0,0.0,False,6,10.0.2.195→52.140.245.52,10.0.2.195,52.140.245.52,False
,,0.0,0.0,False,6,192.168.1.154→52.8.74.82,192.168.1.154,52.8.74.82,False
,,0.0,0.0,False,6,10.0.1.124→52.73.224.227,10.0.1.124,52.73.224.227,False
,,0.0,0.0,False,6,10.0.2.197→52.216.227.179,10.0.2.197,52.216.227.179,False
,,0.0,0.0,False,6,192.168.1.157→52.128.244.174,192.168.1.157,52.128.244.174,False
,,0.0,0.0,False,6,10.0.1.128→52.192.221.104,10.0.1.128,52.192.221.104,False
,,0.0,0.0,False,6,10.0.2.59→52.154.209.186,10.0.2.59,52.154.209.186,False
,,0.0,0.0,False,6,10.0.1.90→52.201.81.222,10.0.1.90,52.201.81.222,False
,,0.0,0.0,False,6,10.0.2.85→52.91.195.142,10.0.2.85,52.91.195.142,False
,,0.0,0.0,False,6,10.0.1.130→52.240.150.150,10.0.1.130,52.240.150.150,False
,,0.0,0.0,False,6,10.0.2.198→52.172.189.147,10.0.2.198,52.172.189.147,False
,,0.0,0.0,False,6,10.0.1.132→52.13.106.232,10.0.1.132,52.13.106.232,False
,,0.0,0.0,False,6,10.0.2.86→52.176.238.203,10.0.2.86,52.176.238.203,False
,,0.0,0.0,False,6,192.168.1.160→52.92.2.15,192.168.1.160,52.92.2.15,False
,,0.0,0.0,False,6,192.168.1.160→52.93.117.242,192.168.1.160,52.93.117.242,False
,,0.0,0.0,False,6,10.0.1.133→52.230.214.105,10.0.1.133,52.230.214.105,False
,,0.0,0.0,False,6,10.0.1.92→52.224.115.122,10.0.1.92,52.224.115.122,False
,,0.0,0.0,False,6,192.168.1.161→52.93.78.128,192.168.1.161,52.93.78.128,False
,,0.0,0.0,False,6,10.0.2.253→52.221.252.23,10.0.2.253,52.221.252.23,False
,,0.0,0.0,False,6,10.0.2.199→52.207.69.39,10.0.2.199,52.207.69.39,False
,,0.0,0.0,False,5,10.0.3.109→52.174.33.8,10.0.3.109,52.174.33.8,False
,,0.0,0.0,False,5,10.0.1.88→52.73.224.227,10.0.1.88,52.73.224.227,False
,,0.0,0.0,False,5,10.0.3.233→52.180.116.96,10.0.3.233,52.180.116.96,False
,,0.0,0.0,False,5,192.168.1.234→52.174.33.8,192.168.1.234,52.174.33.8,False
,,0.0,0.0,False,5,10.0.3.233→52.45.97.168,10.0.3.233,52.45.97.168,False
,,0.0,0.0,False,5,192.168.1.114→52.108.42.151,192.168.1.114,52.108.42.151,False
,,0.0,0.0,False,5,10.0.2.226→52.225.14.219,10.0.2.226,52.225.14.219,False
,,0.0,0.0,False,5,10.0.3.180→52.8.0.126,10.0.3.180,52.8.0.126,False
,,0.0,0.0,False,5,192.168.1.239→52.123.82.136,192.168.1.239,52.123.82.136,False
,,0.0,0.0,False,5,10.0.1.197→52.153.75.156,10.0.1.197,52.153.75.156,False
,,0.0,0.0,False,5,10.0.2.240→52.250.188.94,10.0.2.240,52.250.188.94,False
,,0.0,0.0,False,5,10.0.1.232→52.38.211.174,10.0.1.232,52.38.211.174,False
,,0.0,0.0,False,5,192.168.1.24→52.147.198.242,192.168.1.24,52.147.198.242,False
,,0.0,0.0,False,5,192.168.1.240→52.165.62.22,192.168.1.240,52.165.62.22,False
,,0.0,0.0,False,5,192.168.1.240→52.220.160.138,192.168.1.240,52.220.160.138,False
,,0.0,0.0,False,5,10.0.2.214→52.74.193.127,10.0.2.214,52.74.193.127,False
,,0.0,0.0,False,5,10.0.2.178→52.227.82.31,10.0.2.178,52.227.82.31,False
,,0.0,0.0,False,5,10.0.2.226→52.163.173.65,10.0.2.226,52.163.173.65,False
,,0.0,0.0,False,5,10.0.1.195→52.30.172.174,10.0.1.195,52.30.172.174,False
,,0.0,0.0,False,5,10.0.2.67→52.244.114.127,10.0.2.67,52.244.114.127,False
,,0.0,0.0,False,5,10.0.2.214→52.239.190.50,10.0.2.214,52.239.190.50,False
,,0.0,0.0,False,5,10.0.3.239→52.216.254.66,10.0.3.239,52.216.254.66,False
,,0.0,0.0,False,5,10.0.1.195→52.117.191.81,10.0.1.195,52.117.191.81,False
,,0.0,0.0,False,5,10.0.3.182→52.11.88.252,10.0.3.182,52.11.88.252,False
,,0.0,0.0,False,5,10.0.2.225→52.29.3.76,10.0.2.225,52.29.3.76,False
,,0.0,0.0,False,5,10.0.2.57→52.220.176.136,10.0.2.57,52.220.176.136,False
,,0.0,0.0,False,5,192.168.1.119→52.29.3.76,192.168.1.119,52.29.3.76,False
,,0.0,0.0,False,5,10.0.1.23→52.210.80.58,10.0.1.23,52.210.80.58,False
,,0.0,0.0,False,5,10.0.3.24→52.71.2.187,10.0.3.24,52.71.2.187,False
,,0.0,0.0,False,5,10.0.2.147→52.176.238.203,10.0.2.147,52.176.238.203,False
,,0.0,0.0,False,5,10.0.1.229→52.8.74.82,10.0.1.229,52.8.74.82,False
,,0.0,0.0,False,5,10.0.2.126→52.146.84.103,10.0.2.126,52.146.84.103,False
,,0.0,0.0,False,5,10.0.3.240→52.93.117.242,10.0.3.240,52.93.117.242,False
,,0.0,0.0,False,5,10.0.2.125→52.8.0.126,10.0.2.125,52.8.0.126,False
,,0.0,0.0,False,5,192.168.1.246→52.227.96.208,192.168.1.246,52.227.96.208,False
,,0.0,0.0,False,5,10.0.1.85→52.98.120.54,10.0.1.85,52.98.120.54,False
,,0.0,0.0,False,5,10.0.2.125→52.10.55.130,10.0.2.125,52.10.55.130,False
,,0.0,0.0,False,5,192.168.1.246→52.87.90.12,192.168.1.246,52.87.90.12,False
,,0.0,0.0,False,5,10.0.2.194→52.240.188.130,10.0.2.194,52.240.188.130,False
,,0.0,0.0,False,5,10.0.1.229→52.195.208.14,10.0.1.229,52.195.208.14,False
,,0.0,0.0,False,5,10.0.2.63→52.159.83.2,10.0.2.63,52.159.83.2,False
,,0.0,0.0,False,5,192.168.1.248→52.155.94.39,192.168.1.248,52.155.94.39,False
,,0.0,0.0,False,5,192.168.1.121→52.1.72.72,192.168.1.121,52.1.72.72,False
,,0.0,0.0,False,5,10.0.2.85→52.35.45.71,10.0.2.85,52.35.45.71,False
,,0.0,0.0,False,5,10.0.2.193→52.228.185.53,10.0.2.193,52.228.185.53,False
,,0.0,0.0,False,5,10.0.1.228→52.88.101.137,10.0.1.228,52.88.101.137,False
,,0.0,0.0,False,5,10.0.3.109→52.88.13.186,10.0.3.109,52.88.13.186,False
,,0.0,0.0,False,5,10.0.1.117→52.10.55.130,10.0.1.117,52.10.55.130,False
,,0.0,0.0,False,5,10.0.2.225→52.208.131.213,10.0.2.225,52.208.131.213,False
,,0.0,0.0,False,5,10.0.1.228→52.146.179.54,10.0.1.228,52.146.179.54,False
,,0.0,0.0,False,5,192.168.1.121→52.8.0.126,192.168.1.121,52.8.0.126,False
,,0.0,0.0,False,5,10.0.1.187→52.38.211.174,10.0.1.187,52.38.211.174,False
,,0.0,0.0,False,5,10.0.3.11→52.250.188.94,10.0.3.11,52.250.188.94,False
,,0.0,0.0,False,5,10.0.2.182→52.174.33.8,10.0.2.182,52.174.33.8,False
,,0.0,0.0,False,5,10.0.3.187→52.252.240.238,10.0.3.187,52.252.240.238,False
,,0.0,0.0,False,5,10.0.1.227→52.74.84.106,10.0.1.227,52.74.84.106,False
,,0.0,0.0,False,5,10.0.1.227→52.74.193.127,10.0.1.227,52.74.193.127,False
,,0.0,0.0,False,5,192.168.1.251→52.233.49.105,192.168.1.251,52.233.49.105,False
,,0.0,0.0,False,5,10.0.2.120→52.124.197.123,10.0.2.120,52.124.197.123,False
,,0.0,0.0,False,5,10.0.1.185→52.82.73.198,10.0.1.185,52.82.73.198,False
,,0.0,0.0,False,5,10.0.2.250→52.167.244.25,10.0.2.250,52.167.244.25,False
,,0.0,0.0,False,5,10.0.1.115→52.92.5.8,10.0.1.115,52.92.5.8,False
,,0.0,0.0,False,5,10.0.2.42→52.235.62.247,10.0.2.42,52.235.62.247,False
,,0.0,0.0,False,5,10.0.2.144→52.10.55.130,10.0.2.144,52.10.55.130,False
,,0.0,0.0,False,5,10.0.1.47→52.233.3.152,10.0.1.47,52.233.3.152,False
,,0.0,0.0,False,5,192.168.1.124→52.62.117.113,192.168.1.124,52.62.117.113,False
,,0.0,0.0,False,5,10.0.2.212→52.208.131.213,10.0.2.212,52.208.131.213,False
,,0.0,0.0,False,5,10.0.3.25→52.169.198.16,10.0.3.25,52.169.198.16,False
,,0.0,0.0,False,5,10.0.2.143→52.92.2.15,10.0.2.143,52.92.2.15,False
,,0.0,0.0,False,5,10.0.3.190→52.160.200.17,10.0.3.190,52.160.200.17,False
,,0.0,0.0,False,5,192.168.1.125→52.125.99.159,192.168.1.125,52.125.99.159,False
,,0.0,0.0,False,5,10.0.2.224→52.43.33.26,10.0.2.224,52.43.33.26,False
,,0.0,0.0,False,5,10.0.1.114→52.59.192.87,10.0.1.114,52.59.192.87,False
,,0.0,0.0,False,5,10.0.3.250→52.94.10.111,10.0.3.250,52.94.10.111,False
,,0.0,0.0,False,5,10.0.2.34→52.215.173.59,10.0.2.34,52.215.173.59,False
,,0.0,0.0,False,5,192.168.1.253→52.8.0.126,192.168.1.253,52.8.0.126,False
,,0.0,0.0,False,5,10.0.3.252→52.210.193.207,10.0.3.252,52.210.193.207,False
,,0.0,0.0,False,5,10.0.3.110→52.143.146.240,10.0.3.110,52.143.146.240,False
,,0.0,0.0,False,5,192.168.1.253→52.93.78.128,192.168.1.253,52.93.78.128,False
,,0.0,0.0,False,5,10.0.1.183→52.235.62.247,10.0.1.183,52.235.62.247,False
,,0.0,0.0,False,5,10.0.2.119→52.146.179.54,10.0.2.119,52.146.179.54,False
,,0.0,0.0,False,5,10.0.1.60→52.108.42.151,10.0.1.60,52.108.42.151,False
,,0.0,0.0,False,5,10.0.3.253→52.73.192.243,10.0.3.253,52.73.192.243,False
,,0.0,0.0,False,5,192.168.1.27→52.8.74.82,192.168.1.27,52.8.74.82,False
,,0.0,0.0,False,5,10.0.3.191→52.143.146.240,10.0.3.191,52.143.146.240,False
,,0.0,0.0,False,5,10.0.3.26→52.210.80.58,10.0.3.26,52.210.80.58,False
,,0.0,0.0,False,5,10.0.3.26→52.75.205.84,10.0.3.26,52.75.205.84,False
,,0.0,0.0,False,5,192.168.1.29→52.117.191.81,192.168.1.29,52.117.191.81,False
,,0.0,0.0,False,5,192.168.1.127→52.158.10.202,192.168.1.127,52.158.10.202,False
,,0.0,0.0,False,5,10.0.3.27→52.162.2.26,10.0.3.27,52.162.2.26,False
,,0.0,0.0,False,5,10.0.3.192→52.208.131.213,10.0.3.192,52.208.131.213,False
,,0.0,0.0,False,5,10.0.1.47→52.176.94.211,10.0.1.47,52.176.94.211,False
,,0.0,0.0,False,5,10.0.1.182→52.176.238.203,10.0.1.182,52.176.238.203,False
,,0.0,0.0,False,5,192.168.1.3→52.136.236.42,192.168.1.3,52.136.236.42,False
,,0.0,0.0,False,5,10.0.1.182→52.108.42.151,10.0.1.182,52.108.42.151,False
,,0.0,0.0,False,5,10.0.1.112→52.154.209.186,10.0.1.112,52.154.209.186,False
,,0.0,0.0,False,5,10.0.2.117→52.96.212.92,10.0.2.117,52.96.212.92,False
,,0.0,0.0,False,5,192.168.1.30→52.147.198.242,192.168.1.30,52.147.198.242,False
,,0.0,0.0,False,5,10.0.3.111→52.46.218.32,10.0.3.111,52.46.218.32,False
,,0.0,0.0,False,5,10.0.2.140→52.73.192.243,10.0.2.140,52.73.192.243,False
,,0.0,0.0,False,5,10.0.2.191→52.80.175.120,10.0.2.191,52.80.175.120,False
,,0.0,0.0,False,5,10.0.3.194→52.125.177.168,10.0.3.194,52.125.177.168,False
,,0.0,0.0,False,5,10.0.2.79→52.73.192.243,10.0.2.79,52.73.192.243,False
,,0.0,0.0,False,5,10.0.2.79→52.204.28.79,10.0.2.79,52.204.28.79,False
,,0.0,0.0,False,5,10.0.1.221→52.169.198.16,10.0.1.221,52.169.198.16,False
,,0.0,0.0,False,5,10.0.2.32→52.220.176.136,10.0.2.32,52.220.176.136,False
,,0.0,0.0,False,5,10.0.1.80→52.124.197.123,10.0.1.80,52.124.197.123,False
,,0.0,0.0,False,5,10.0.1.46→52.129.71.22,10.0.1.46,52.129.71.22,False
,,0.0,0.0,False,5,10.0.1.180→52.201.72.99,10.0.1.180,52.201.72.99,False
,,0.0,0.0,False,5,10.0.3.31→52.244.114.127,10.0.3.31,52.244.114.127,False
,,0.0,0.0,False,5,10.0.2.116→52.140.174.236,10.0.2.116,52.140.174.236,False
,,0.0,0.0,False,5,10.0.3.32→52.219.23.155,10.0.3.32,52.219.23.155,False
,,0.0,0.0,False,5,10.0.2.223→52.138.139.18,10.0.2.223,52.138.139.18,False
,,0.0,0.0,False,5,10.0.1.18→52.75.67.202,10.0.1.18,52.75.67.202,False
,,0.0,0.0,False,5,10.0.1.110→52.75.205.84,10.0.1.110,52.75.205.84,False
,,0.0,0.0,False,5,10.0.1.18→52.229.178.142,10.0.1.18,52.229.178.142,False
,,0.0,0.0,False,5,10.0.3.194→52.39.184.95,10.0.3.194,52.39.184.95,False
,,0.0,0.0,False,5,192.168.1.130→52.74.193.127,192.168.1.130,52.74.193.127,False
,,0.0,0.0,False,5,10.0.1.45→52.29.3.76,10.0.1.45,52.29.3.76,False
,,0.0,0.0,False,5,192.168.1.34→52.77.82.17,192.168.1.34,52.77.82.17,False
,,0.0,0.0,False,5,10.0.1.6→52.76.232.41,10.0.1.6,52.76.232.41,False
,,0.0,0.0,False,5,10.0.1.220→52.67.61.32,10.0.1.220,52.67.61.32,False
,,0.0,0.0,False,5,10.0.3.195→52.147.198.242,10.0.3.195,52.147.198.242,False
,,0.0,0.0,False,5,10.0.2.21→52.186.186.152,10.0.2.21,52.186.186.152,False
,,0.0,0.0,False,5,192.168.1.133→52.117.73.22,192.168.1.133,52.117.73.22,False
,,0.0,0.0,False,5,10.0.2.40→52.88.13.186,10.0.2.40,52.88.13.186,False
,,0.0,0.0,False,5,10.0.3.36→52.129.71.22,10.0.3.36,52.129.71.22,False
,,0.0,0.0,False,5,10.0.3.36→52.201.72.99,10.0.3.36,52.201.72.99,False
,,0.0,0.0,False,5,192.168.1.37→52.244.114.127,192.168.1.37,52.244.114.127,False
,,0.0,0.0,False,5,10.0.3.36→52.50.76.131,10.0.3.36,52.50.76.131,False
,,0.0,0.0,False,5,192.168.1.38→52.201.81.222,192.168.1.38,52.201.81.222,False
,,0.0,0.0,False,5,10.0.1.178→52.182.151.72,10.0.1.178,52.182.151.72,False
,,0.0,0.0,False,5,10.0.2.245→52.158.10.202,10.0.2.245,52.158.10.202,False
,,0.0,0.0,False,5,10.0.2.91→52.240.150.150,10.0.2.91,52.240.150.150,False
,,0.0,0.0,False,5,192.168.1.4→52.146.179.54,192.168.1.4,52.146.179.54,False
,,0.0,0.0,False,5,10.0.1.54→52.121.235.85,10.0.1.54,52.121.235.85,False
,,0.0,0.0,False,5,10.0.2.114→52.160.200.17,10.0.2.114,52.160.200.17,False
,,0.0,0.0,False,5,10.0.3.39→52.88.101.137,10.0.3.39,52.88.101.137,False
,,0.0,0.0,False,5,10.0.3.198→52.8.0.126,10.0.3.198,52.8.0.126,False
,,0.0,0.0,False,5,10.0.1.177→52.158.10.202,10.0.1.177,52.158.10.202,False
,,0.0,0.0,False,5,10.0.3.199→52.46.218.32,10.0.3.199,52.46.218.32,False
,,0.0,0.0,False,5,10.0.2.139→52.50.76.131,10.0.2.139,52.50.76.131,False
,,0.0,0.0,False,5,10.0.2.113→52.92.5.8,10.0.2.113,52.92.5.8,False
,,0.0,0.0,False,5,192.168.1.42→52.71.2.187,192.168.1.42,52.71.2.187,False
,,0.0,0.0,False,5,10.0.2.139→52.121.235.85,10.0.2.139,52.121.235.85,False
,,0.0,0.0,False,5,192.168.1.44→52.216.254.66,192.168.1.44,52.216.254.66,False
,,0.0,0.0,False,5,10.0.2.113→52.108.42.151,10.0.2.113,52.108.42.151,False
,,0.0,0.0,False,5,192.168.1.136→52.239.190.50,192.168.1.136,52.239.190.50,False
,,0.0,0.0,False,5,10.0.2.191→52.15.127.110,10.0.2.191,52.15.127.110,False
,,0.0,0.0,False,5,10.0.1.213→52.64.101.90,10.0.1.213,52.64.101.90,False
,,0.0,0.0,False,5,10.0.1.108→52.81.56.180,10.0.1.108,52.81.56.180,False
,,0.0,0.0,False,5,192.168.1.44→52.233.49.105,192.168.1.44,52.233.49.105,False
,,0.0,0.0,False,5,10.0.1.212→52.74.193.127,10.0.1.212,52.74.193.127,False
,,0.0,0.0,False,5,10.0.2.209→52.0.241.24,10.0.2.209,52.0.241.24,False
,,0.0,0.0,False,5,10.0.3.200→52.165.62.22,10.0.3.200,52.165.62.22,False
,,0.0,0.0,False,5,10.0.3.200→52.216.227.179,10.0.3.200,52.216.227.179,False
,,0.0,0.0,False,5,192.168.1.139→52.140.245.52,192.168.1.139,52.140.245.52,False
,,0.0,0.0,False,5,10.0.1.212→52.21.223.241,10.0.1.212,52.21.223.241,False
,,0.0,0.0,False,5,10.0.2.137→52.155.94.39,10.0.2.137,52.155.94.39,False
,,0.0,0.0,False,5,10.0.3.201→52.239.190.50,10.0.3.201,52.239.190.50,False
,,0.0,0.0,False,5,10.0.1.99→52.148.111.138,10.0.1.99,52.148.111.138,False
,,0.0,0.0,False,5,10.0.1.210→52.133.65.155,10.0.1.210,52.133.65.155,False
,,0.0,0.0,False,5,10.0.2.208→52.227.96.208,10.0.2.208,52.227.96.208,False
,,0.0,0.0,False,5,10.0.3.45→52.98.120.54,10.0.3.45,52.98.120.54,False
,,0.0,0.0,False,5,192.168.1.14→52.227.96.208,192.168.1.14,52.227.96.208,False
,,0.0,0.0,False,5,10.0.3.47→52.129.71.22,10.0.3.47,52.129.71.22,False
,,0.0,0.0,False,5,10.0.2.55→52.43.170.188,10.0.2.55,52.43.170.188,False
,,0.0,0.0,False,5,10.0.3.202→52.180.116.96,10.0.3.202,52.180.116.96,False
,,0.0,0.0,False,5,10.0.3.47→52.192.87.108,10.0.3.47,52.192.87.108,False
,,0.0,0.0,False,5,10.0.1.78→52.0.254.206,10.0.1.78,52.0.254.206,False
,,0.0,0.0,False,5,192.168.1.52→52.10.55.130,192.168.1.52,52.10.55.130,False
,,0.0,0.0,False,5,10.0.2.71→52.33.200.192,10.0.2.71,52.33.200.192,False
,,0.0,0.0,False,5,192.168.1.52→52.68.177.170,192.168.1.52,52.68.177.170,False
,,0.0,0.0,False,5,192.168.1.53→52.210.193.207,192.168.1.53,52.210.193.207,False
,,0.0,0.0,False,5,192.168.1.53→52.233.49.105,192.168.1.53,52.233.49.105,False
,,0.0,0.0,False,5,10.0.1.17→52.62.161.110,10.0.1.17,52.62.161.110,False
,,0.0,0.0,False,5,10.0.1.17→52.30.169.56,10.0.1.17,52.30.169.56,False
,,0.0,0.0,False,5,192.168.1.53→52.38.211.174,192.168.1.53,52.38.211.174,False
,,0.0,0.0,False,5,10.0.3.102→52.35.45.71,10.0.3.102,52.35.45.71,False
,,0.0,0.0,False,5,10.0.1.77→52.160.85.188,10.0.1.77,52.160.85.188,False
,,0.0,0.0,False,5,10.0.1.52→52.34.104.238,10.0.1.52,52.34.104.238,False
,,0.0,0.0,False,5,10.0.3.209→52.98.120.54,10.0.3.209,52.98.120.54,False
,,0.0,0.0,False,5,10.0.2.78→52.15.127.110,10.0.2.78,52.15.127.110,False
,,0.0,0.0,False,5,10.0.1.168→52.176.94.211,10.0.1.168,52.176.94.211,False
,,0.0,0.0,False,5,10.0.1.102→52.30.193.176,10.0.1.102,52.30.193.176,False
,,0.0,0.0,False,5,192.168.1.59→52.143.146.240,192.168.1.59,52.143.146.240,False
,,0.0,0.0,False,5,10.0.2.171→52.185.82.221,10.0.2.171,52.185.82.221,False
,,0.0,0.0,False,5,10.0.1.207→52.74.84.106,10.0.1.207,52.74.84.106,False
,,0.0,0.0,False,5,10.0.1.101→52.239.190.50,10.0.1.101,52.239.190.50,False
,,0.0,0.0,False,5,10.0.1.167→52.155.94.39,10.0.1.167,52.155.94.39,False
,,0.0,0.0,False,5,192.168.1.59→52.7.235.177,192.168.1.59,52.7.235.177,False
,,0.0,0.0,False,5,10.0.2.171→52.172.189.147,10.0.2.171,52.172.189.147,False
,,0.0,0.0,False,5,10.0.2.109→52.221.252.23,10.0.2.109,52.221.252.23,False
,,0.0,0.0,False,5,192.168.1.61→52.185.82.221,192.168.1.61,52.185.82.221,False
,,0.0,0.0,False,5,10.0.1.59→52.134.84.162,10.0.1.59,52.134.84.162,False
,,0.0,0.0,False,5,192.168.1.146→52.32.188.192,192.168.1.146,52.32.188.192,False
,,0.0,0.0,False,5,192.168.1.63→52.19.247.51,192.168.1.63,52.19.247.51,False
,,0.0,0.0,False,5,10.0.2.108→52.252.240.238,10.0.2.108,52.252.240.238,False
,,0.0,0.0,False,5,192.168.1.99→52.216.227.179,192.168.1.99,52.216.227.179,False
,,0.0,0.0,False,5,192.168.1.99→52.165.62.22,192.168.1.99,52.165.62.22,False
,,0.0,0.0,False,5,10.0.2.206→52.67.61.32,10.0.2.206,52.67.61.32,False
,,0.0,0.0,False,5,10.0.2.108→52.163.245.96,10.0.2.108,52.163.245.96,False
,,0.0,0.0,False,5,10.0.3.103→52.220.160.138,10.0.3.103,52.220.160.138,False
,,0.0,0.0,False,5,10.0.1.58→52.80.175.120,10.0.1.58,52.80.175.120,False
,,0.0,0.0,False,5,10.0.1.75→52.74.84.106,10.0.1.75,52.74.84.106,False
,,0.0,0.0,False,5,10.0.3.125→52.240.150.150,10.0.3.125,52.240.150.150,False
,,0.0,0.0,False,5,192.168.1.147→52.36.7.21,192.168.1.147,52.36.7.21,False
,,0.0,0.0,False,5,10.0.2.107→52.230.214.105,10.0.2.107,52.230.214.105,False
,,0.0,0.0,False,5,10.0.2.22→52.0.241.24,10.0.2.22,52.0.241.24,False
,,0.0,0.0,False,5,10.0.1.75→52.208.131.213,10.0.1.75,52.208.131.213,False
,,0.0,0.0,False,5,192.168.1.148→52.26.80.173,192.168.1.148,52.26.80.173,False
,,0.0,0.0,False,5,192.168.1.66→52.159.83.2,192.168.1.66,52.159.83.2,False
,,0.0,0.0,False,5,10.0.3.57→52.158.75.62,10.0.3.57,52.158.75.62,False
,,0.0,0.0,False,5,10.0.1.163→52.107.81.230,10.0.1.163,52.107.81.230,False
,,0.0,0.0,False,5,10.0.3.125→52.91.195.142,10.0.3.125,52.91.195.142,False
,,0.0,0.0,False,5,10.0.2.106→52.81.60.195,10.0.2.106,52.81.60.195,False
,,0.0,0.0,False,5,10.0.2.248→52.156.105.203,10.0.2.248,52.156.105.203,False
,,0.0,0.0,False,5,192.168.1.7→52.143.146.240,192.168.1.7,52.143.146.240,False
,,0.0,0.0,False,5,10.0.1.42→52.174.33.8,10.0.1.42,52.174.33.8,False
,,0.0,0.0,False,5,10.0.3.126→52.13.106.232,10.0.3.126,52.13.106.232,False
